timestamp_ns,busv,current,power,hall_speed
1776971311650786381,12.092,2.0325,340.4,0.0
1776971312051913229,12.088,2.0325,1038.8,0.0
1776971312453099759,12.084,1.9675,1531.75,0.0
1776971312854349860,12.096,1.9825,1397.725,0.0
1776971313255658550,12.092,2.0175,988.7,0.0
1776971313656342887,12.088,1.9975,1378.85,0.0
1776971314057111761,12.088,2.0175,931.1,0.0
1776971314457935390,12.084,1.9325,1203.075,0.0
1776971314858483710,12.08,1.9475,394.675,0.0
1776971315158972932,12.088,2.65,1204.45,0.0
1776971315359173033,12.084,2.0675,398.875,0.0
1776971315559356784,12.088,1.9675,1217.25,0.0
1776971315960555866,12.084,1.9975,437.95,0.0
1776971316361372577,12.092,1.9825,1336.5,0.0
1776971316662152380,12.084,1.9675,801.85,0.0
1776971410099013405,12.08,1.9825,808.65,0.0
1776971410399541606,12.08,2.0175,829.4,0.0
1776971410700571299,12.084,1.9475,892.725,0.0
1776971410901020272,12.088,1.9475,1085.975,0.0
1776971411101722795,12.084,1.9975,37.325,0.0
1776971411302097852,12.084,2.0175,113.9,0.0
1776971411502722828,12.084,1.9675,347.575,0.0
1776971411702948093,12.096,1.9675,1060.7,0.0
1776971411903363744,12.084,1.9675,1598.575,0.0
1776971412104123635,12.08,1.9975,1601.65,0.0
1776971412505369719,12.084,2.0325,1611.025,0.0
1776971412906372607,12.076,2.0325,1.25,0.0
1776971413307290425,12.072,1.9825,3.8,0.0
1776971414810246718,12.12,1.9975,454.5,0.0
1776971415010800330,12.116,1.9125,1387.0,0.0
1776971415211275725,12.112,1.9125,955.975,0.0
1776971415411854374,12.116,1.9975,1279.0,0.0
1776971415612515398,12.108,1.8825,626.375,0.0
1776971416013852033,12.1,2.0475,273.125,0.0
1776971416414985336,11.812,4.15,833.5,0.0
1776971416816132996,12.096,1.9975,905.225,0.0
1776971417216884781,12.104,1.9825,1124.125,0.0
1776971417618104387,12.104,1.9675,153.75,0.0
1776971418019525430,12.1,1.9975,469.2,0.0
1776971418219875871,12.104,1.9475,1431.875,0.0
1776971418420117326,12.108,2.3975,1092.925,0.0
1776971418620808525,11.804,4.615,58.525,0.0
1776971418821560691,10.856,14.6675,178.6,0.0
1776971419022147395,9.792,28.6325,545.025,0.0
1776971419222597873,9.532,31.4325,24.875,0.0
1776971419422892569,9.676,30.315,75.9,0.0
1776971419723597801,10.344,20.35,231.625,0.0
1776971419924190807,11.852,2.13,706.85,0.0
1776971420324928507,11.928,1.8825,518.725,0.0
1776971420726003119,11.956,1.815,1583.0,0.0
1776971421126672712,11.964,1.865,1554.125,0.0
1776971421527512753,11.968,1.9975,1466.0,0.0
1776971421828150900,11.984,2.0175,1197.075,0.0
1776971422028850596,11.992,1.9125,376.375,0.0
1776971422229564991,12.0,1.9325,1148.6,0.0
1776971422630720214,12.0,1.9675,228.425,0.0
1776971423031771402,12.012,1.9825,697.075,0.0
1776971423432852057,12.008,1.9125,488.9,0.0
1776971423834200024,12.016,1.8975,1492.0,0.0
1776971424134771765,12.016,1.865,1276.4,0.0
1776971424335709949,12.024,1.9475,618.45,0.0
1776971424536040022,12.024,1.9675,248.95,0.0
1776971424736764515,12.028,1.8975,759.725,0.0
1776971425037572500,12.024,1.9675,680.075,0.0
1776971425338586884,12.024,1.9125,437.0,0.0
1776971425739711020,12.032,1.9475,1333.6,0.0
1776971426140719248,12.024,1.9125,793.0,0.0
1776971426542220341,12.036,1.9125,781.625,0.0
1776971426842894736,12.044,1.8825,746.925,0.0
1776971427043100465,12.036,1.9475,641.025,0.0
1776971427243863660,12.04,1.865,317.85,0.0
1776971427544712774,12.044,2.4825,970.0,0.0
1776971427845757443,12.04,1.9825,1321.8,0.0
1776971428246820693,12.04,1.9125,757.0,0.0
1776971428648178870,12.044,1.9125,671.775,0.0
1776971429049651430,12.048,1.865,411.675,0.0
1776971429450302017,12.04,1.815,1256.325,0.0
1776971429650782550,12.048,1.85,557.175,0.0
1776971429851577436,12.052,1.78,61.95,0.0
1776971430051917195,12.052,1.8325,189.05,0.0
1776971430352754256,12.052,1.9125,576.925,0.0
1776971430754118223,12.06,1.8975,122.225,0.0
1776971431155193756,12.056,1.9325,373.0,0.0
1776971431556361324,12.052,1.9325,1138.3,0.0
1776971431957233677,12.056,1.8975,197.0,0.0
1776971432157460916,12.052,1.865,601.175,0.0
1776971432457775053,12.056,1.8975,196.225,0.0
1776971432658509236,12.056,1.9475,598.825,0.0
1776971432858885253,12.06,1.9675,189.05,0.0
1776971433260188936,12.064,1.9475,576.925,0.0
1776971433661619688,12.076,1.9475,122.225,0.0
1776971434062406310,12.056,1.8325,373.0,0.0
1776971434463308709,12.06,1.8975,1138.3,0.0
1776971434663770417,12.056,1.9325,197.0,0.0
1776971435165160166,12.06,1.85,196.225,0.0
1776971435365678834,12.064,1.9125,598.825,0.0
1776971435566373561,12.056,1.9125,189.05,0.0
1776971435967229322,12.064,1.8975,576.925,0.0
1776971436367908181,12.064,1.8825,122.225,0.0
1776971436769080757,12.064,1.8825,373.0,0.0
1776971437170215713,12.064,1.9125,1138.3,0.0
1776971437571066907,12.064,1.865,197.0,0.0
1776971437972847506,12.068,1.85,601.175,0.0
1776971438273312107,12.06,1.9825,196.225,0.0
1776971438574272699,12.064,2.0175,598.825,0.0
1776971438774983225,12.064,1.85,189.05,0.0
1776971438975414368,12.06,1.8825,576.925,0.0
1776971439275971663,12.06,1.815,122.225,0.0
1776971439676269587,12.064,1.8975,373.0,0.0
1776971440076627101,12.064,1.9825,1138.3,0.0
1776971440477493544,12.064,1.9475,197.0,0.0
1776971440878833034,12.064,1.865,601.175,0.0
1776971441179352778,12.064,1.8975,196.225,0.0
1776971441379782477,12.064,1.815,598.825,0.0
1776971441580404187,12.068,1.85,189.05,0.0
1776971441881388163,12.068,1.85,576.925,0.0
1776971442082097317,12.072,1.9475,122.225,0.0
1776971442282543376,12.068,1.78,373.0,0.0
1776971442583487418,12.064,1.8975,1138.3,0.0
1776971442984714919,12.072,1.9125,197.0,0.0
1776971443285783303,12.08,1.9825,601.175,0.0
1776971443486104148,12.072,2.5325,196.225,0.0
1776971443886980328,12.072,1.85,598.825,0.0
1776971444287767961,12.068,2.0175,189.05,0.0
1776971444688333757,12.064,1.9675,576.925,0.0
1776971445089568679,12.072,1.9675,122.225,0.0
1776971445290150195,12.06,1.865,373.0,0.0
1776971445590917725,12.072,1.8825,1138.3,0.0
1776971445992112513,12.076,2.365,197.0,0.0
1776971446392509874,12.076,1.715,601.175,0.0
1776971446793857180,12.088,1.5975,196.225,0.0
1776971447195023905,12.072,2.4475,598.825,0.0
1776971447495657743,12.08,1.665,189.05,0.0
1776971447696210223,12.08,1.715,576.925,0.0
1776971447897017943,12.084,1.4325,122.225,0.0
1776971448298251244,12.076,1.615,373.0,0.0
1776971448699251747,12.072,1.68,1138.3,0.0
1776971449100372076,12.084,1.865,197.0,0.0
1776971449501165069,12.076,2.3825,601.175,0.0
1776971450002543729,12.072,1.9675,196.225,0.0
1776971450403170691,12.076,1.9475,598.825,0.0
1776971450803979464,12.076,1.5675,189.05,0.0
1776971451205385108,12.076,1.6325,576.925,0.0
1776971451506515470,12.084,1.715,122.225,0.0
1776971451907798103,12.072,1.5825,373.0,0.0
1776971452308647051,12.072,1.6325,1138.3,0.0
1776971452608868415,12.132,1.5325,197.0,0.0
1776971452809716019,12.076,1.5975,601.175,0.0
1776971453010091747,12.076,1.35,196.225,0.0
1776971453411331870,12.076,1.85,598.825,0.0
1776971453812189485,12.088,2.15,189.05,0.0
1776971454213001124,12.084,2.215,576.925,0.0
1776971454413375630,12.072,1.65,122.225,0.0
1776971454714589467,12.068,1.6325,373.0,0.0
1776971455115321426,12.064,1.5825,1138.3,0.0
1776971455516500545,12.068,1.9675,197.0,0.0
1776971456018190669,12.076,1.9475,601.175,0.0
1776971456418983173,12.072,2.0175,196.225,0.0
1776971456820094825,12.072,2.4825,598.825,0.0
1776971457121172187,12.068,2.0475,189.05,0.0
1776971457522522057,12.072,2.0825,576.925,0.0
1776971457923634199,12.072,2.0675,122.225,0.0
1776971458324831603,12.068,2.7,373.0,0.0
1776971458725184550,12.092,2.0175,1138.3,0.0
1776971458925916276,12.076,2.0175,197.0,0.0
1776971459226736003,12.072,1.9125,601.175,0.0
1776971459627712734,12.088,1.9125,196.225,0.0
1776971460028771035,12.072,2.615,598.825,0.0
1776971460329240685,12.08,2.615,189.05,0.0
1776971460529836277,12.076,2.0175,576.925,0.0
1776971460730540912,12.072,2.0175,122.225,0.0
1776971461131605487,12.076,1.9475,373.0,0.0
1776971461532804693,12.076,1.9675,1138.3,0.0
1776971461833820088,12.084,1.9675,197.0,0.0
1776971462134591155,12.088,1.85,601.175,0.0
1776971462435122010,12.076,1.8825,196.225,0.0
1776971462836790659,12.072,1.8825,598.825,0.0
1776971463237689832,12.076,1.8825,189.05,0.0
1776971463638514605,12.068,2.0675,576.925,0.0
1776971463939609871,12.072,1.9675,122.225,0.0
1776971464240045006,12.08,1.85,373.0,0.0
1776971464440770591,12.076,1.9675,1138.3,0.0
1776971464641130298,12.072,2.4825,197.0,0.0
1776971464941424389,12.072,1.9975,601.175,0.0
1776971465341802263,12.08,2.0175,196.225,0.0
1776971465742886543,12.076,2.0475,598.825,0.0
1776971466144211876,12.076,2.15,189.05,0.0
1776971466445271866,12.06,2.23,576.925,0.0
1776971466645873839,11.856,4.2975,122.225,0.0
1776971467047005668,11.892,3.7,373.0,0.0
1776971467448148860,11.908,3.53,1138.3,0.0
1776971467849554364,11.992,2.4325,197.0,0.0
1776971468250927979,12.052,2.0325,601.175,0.0
1776971468551741514,12.044,1.9825,196.225,0.0
1776971468752414842,12.064,1.9475,598.825,9.555
1776971469153856704,12.064,2.0175,189.05,9.555
1776971469554920898,12.064,1.85,576.925,9.1875
1776971469955824729,12.068,2.0175,122.225,9.1875
1776971470357142900,12.076,1.9325,373.0,9.1875
1776971470657834898,12.072,2.0175,1138.3,8.82
1776971471058677555,12.084,1.865,197.0,8.82
1776971471459202915,12.072,2.15,601.175,8.82
1776971471860399395,12.076,1.8825,196.225,8.435
1776971472261583304,12.064,2.0675,598.825,8.435
1776971472562208626,12.08,1.9825,189.05,8.435
1776971472762875601,12.08,2.25,576.925,8.049999999999999
1776971472963834504,12.068,1.9825,122.225,8.049999999999999
1776971473164520695,12.088,2.1,373.0,8.049999999999999
1776971473565787648,12.076,2.0325,1138.3,7.6475
1776971473966841232,12.076,1.9475,197.0,7.6475
1776971474367694580,12.076,2.0675,601.175,7.6475
1776971474768690074,12.072,1.9475,196.225,7.2275
1776971475169940096,12.072,2.0675,598.825,7.2275
